"Fornecedor";"Contratante";"Número do Contrato";"Objeto do Contrato";"Início da Vigência";"Fim da Vigência";"Data da Assinatura";"Valor do Contrato";"Valor é porcentagem?";
"LIGA MONTAGEM DE ESTRUTURAS METALICAS LTDA ";"Secretaria de Direitos Humanos e Cidadania";"048932021";"Contratacao de empresa especializada na prestacao de servicos de locacao de
tendas cadeiras e mesas para atender as necessidades da Secretaria de Direitos Humanos e Cidadania -SEDHUC ";"2021-11-18";"2022-11-17";"2021-11-18";"1650.0";"0";
"Alfredo Salvador Ferretti Lugo";"Secretaria de Desenvolvimento Social";"040562018";"Para fi ns de alteracao de dados bancarios para credito no pagamento do aluguel do imovel no TERMO
ADITIVO N 01 AO CONTRATO 04-0562018 - PRORROGACAO POR 60 SESSENTA MESES -
LOCACAO DO IMOVEL NAO RESIDENCIAL DESTINADO CASA DE ACOLHIDA ADULTO  I
- ENTRE O MUNICIPIO DE JOAO PESSOA E O SR. ALFREDO SALVADOR FERRETTI LUGO";"2018-11-23";"2019-03-11";"2018-03-12";"180000.0";"0";
"M.K.R. COMERCIO DE EQUIPAMENTOS EIRELI";"Secretaria de Educacao";"090442021";"Aquisicao de Utensilios de Cozinha para atender as demandas de Escolas, CREIS e do CEI (Centro de Educacao Integrado) da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-11-17";"2021-12-31";"2021-11-12";"37154.5";"0";
"RMEGH NUTRIFORT COMERCIO E DISTRIBUIDORA  EIRELI";"Secretaria de Educacao";"090462021";"Aquisicao de Utensilios de Cozinha para atender as demandas de Escolas, CREIS e do CEI (Centro de Educacao Integrado) da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-11-18";"2021-12-31";"2021-11-12";"49183.4";"0";
"WALDIR DA SILVA  INDUSTRIAL EPP";"Secretaria de Educacao";"090452021";"Aquisicao de Utensilios de Cozinha para atender as demandas de Escolas, CREIS e do CEI (Centro de Educacao Integrado) da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-11-18";"2021-12-31";"2021-11-12";"228000.0";"0";
"SP SOLUCOES AMBIENTAL S.A";"Autarquia Especial Municipal de Limpeza Urbana";"0312021";"CONTRATACAO DE EMPRESA DE ENGENHARIA, ESPECIALIZADA NA AREA DE LIMPEZA URBANA E MANEJO DE RESIDUOS SOLIDOS URBANOS PARA EXECUCAO DOS SERVICOS DE LIMPEZA URBANA E MANEJO DE RESIDUOS SOLIDOS EM VIAS E LOGRADOUROS PUBLICOS NO MUNICIPIO DE JOAO PESSOA";"";"";"2021-11-19";"16321873.36";"0";
"NATURALLE TRATAMENTO DE RESIDUOS LTDA";"Autarquia Especial Municipal de Limpeza Urbana";"0322021";"CONTRATACAO DE EMPRESA DE ENGENHARIA, ESPECIALIZADA NA AREA DE LIMPEZA URBANA E MANEJO DE RESIDUOS SOLIDOS URBANOS PARA EXECUCAO DOS SERVICOS DE LIMPEZA URBANA E MANEJO DE RESIDUOS SOLIDOS EM VIAS E LOGRADOUROS PUBLICOS NO MUNICIPIO DE JOAO PESSOA";"";"";"2021-11-19";"22824726.1";"0";
"THOMAS JOSE BELTRAO DE ARAUJO ALBUQUERQUE ME - CNPJ ";"Secretaria de Educacao";"090492021";"Registro de precos para eventual aquisicao de Filme Stretch, paletes, prateleiras e carrinhos para transporte de cargas para atender as necessidades dos Setores de Almoxarifado e do Patrimonio da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-11-24";"2021-12-31";"2021-11-22";"45290.0";"0";
"SOMAPEL LTDA ";"Secretaria de Educacao";"090502021";"Registro de precos para eventual aquisicao de Filme Stretch, paletes, prateleiras e carrinhos para transporte de cargas para atender as necessidades dos Setores de Almoxarifado e do Patrimonio da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-11-24";"2021-12-31";"2021-11-23";"39550.0";"0";
"MOC SERVICOS DE CONSTRUCOES EIRELI";"Instituto de Previdencia do Municipio";"0092021";"Empresa especializada na prestacao de servicos de manutencao reforma geral e reparo na estrutura do IPMJP.";"2021-11-08";"2022-07-31";"2021-11-08";"105774.4";"0";
"MS HOSPITALAR EIRELI - ME";"Secretaria Municipal de Saude";"107762021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS DA REDE HOSPITALAR E ESPECIALIZADA";"2021-11-23";"2021-12-31";"2021-11-22";"7200.0";"0";
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"Secretaria Municipal de Saude";"107782021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS DA REDE HOSPITALAR E ESPECIALIZADA";"2021-11-23";"2021-12-31";"2021-11-23";"16200.0";"0";
"MARCELO LEITE BARBOSA-EPP";"Secretaria Municipal de Saude";"109162017";"Credenciamento de entidades para contratacao de prestacao de servicos de terapia renal substitutiva para atender as necessidades da populacao de Joao Pessoa e dos municipios pactuados";"2021-11-12";"2022-11-11";"2021-11-12";"0.0";"0";
"RSN INCORPORACAO E ENGENHARIA LTDA";"Secretaria Municipal de Saude";"107372020";"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUTAR A REFORMA E RECUPERACAO DO COMPLEXO HOSPITALAR DE MANGABEIRA TARCISIO BURITY  CHMGTB.";"2021-11-23";"2022-07-21";"2021-11-18";"426979.71";"0";
"Classe A Servicos de Buffet e Recepcoes Ltda. - Me";"Secretaria Municipal de Saude";"109552018";"Contratacao de empresa especializada em fornecimento de refeicoes jantar para atender ao SAMU UPA Oceania UPA Valentina e UPA Cruz das Armas e Bancarios pelo periodo de 12 meses";"2021-11-16";"2022-11-15";"2021-11-11";"0.0";"0";
"SN Festas e Locacoes Ltda Me";"Fundacao Cultural de Joao Pessoa";"0012021";"CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE LOCACAO DE ESTRUTURA CONFORME ESPECIFICACOES TECNICAS CONTIDAS NO TERMO DE REFERNCIA PARA ATENDER AS NECESSIDADES DA FUNDACAO CULTURAL DE JOAO PESSOA  FUNJOPE";"";"";"2021-02-18";"442525.0";"0";
"ESL PRODUCOES E EVENTOS EIRELI";"Fundacao Cultural de Joao Pessoa";"0032021";"CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE LOCACAO DE ESTRUTURA CONFORME ESPECIFICACOES TECNICAS CONTIDAS NO TERMO DE REFERNCIA PARA ATENDER AS NECESSIDADES DA FUNDACAO CULTURAL DE JOAO PESSOA  FUNJOPE";"";"";"2021-02-18";"232810.0";"0";
"SN Festas e Locacoes Ltda Me";"Fundacao Cultural de Joao Pessoa";"0022021";"CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE LOCACAO DE ESTRUTURA CONFORME ESPECIFICACOES TECNICAS CONTIDAS NO TERMO DE REFERNCIA PARA ATENDER AS NECESSIDADES DA FUNDACAO CULTURAL DE JOAO PESSOA  FUNJOPE";"";"";"2021-02-18";"16540.0";"0";
"SN Festas e Locacoes Ltda Me";"Fundacao Cultural de Joao Pessoa";"0012021";"CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE LOCACAO DE ESTRUTURA CONFORME ESPECIFICACOES TECNICAS CONTIDAS NO TERMO DE REFERNCIA PARA ATENDER AS NECESSIDADES DA FUNDACAO CULTURAL DE JOAO PESSOA  FUNJOPE";"";"";"2021-10-20";"31324.0";"0";
"PRIME COMERCIO DE MATERIAL DE CONSTRUCAO LTDA ME";"Secretaria de Educacao";"090412021";"Registro de precos para eventual aquisicao de materiais de manutencao para os servicos de pintura para os predios administrativos e as unidades da Rede Municipal de Ensino de Joao Pessoa";"2021-11-13";"2021-12-31";"2021-11-11";"75000.0";"0";
"RILDO CAVALCANTE FERNANDES JUNIOR EPP";"Secretaria de Educacao";"090402021";"Registro de precos para eventual aquisicao de materiais de manutencao para os servicos de pintura para os predios administrativos e as unidades da Rede Municipal de Ensino de Joao Pessoa";"2021-11-13";"2021-12-31";"2021-11-11";"540.0";"0";
"VALOR SUPRIMENTOS - COMERCIO DE MATERIAL DE CONSUM";"Secretaria de Educacao";"090422021";"Registro de precos para eventual aquisicao de materiais de manutencao para os servicos de pintura para os predios administrativos e as unidades da Rede Municipal de Ensino de Joao Pessoa";"2021-11-13";"2021-12-31";"2021-11-11";"12866.0";"0";
"Distribuidora Macbraz Ltda.";"Secretaria de Educacao";"090512021";"Registro de precos para eventual aquisicao de materiais de manutencao para os servicos de pintura para os predios administrativos e as unidades da Rede Municipal de Ensino de Joao Pessoa";"2021-11-24";"2021-12-31";"2021-11-23";"340072.0";"0";
"C2 COMERCIO DE MERCANDORIAS EM GERAL E SERVICOS LTDA-EP";"Autarquia Especial Municipal de Limpeza Urbana";"047912021";"AQUISICAO E INSTALACAO DE ESTRUTURAS PARA AMBIENTES PARA ATENDER AS NECESSIDADES DA AUTARQUIA  ESPECIAL MUNICIPAL DE LIMPEZA  URBANA -EMLUR ";"2021-11-25";"2022-11-24";"2021-11-25";"3032.0";"0";
"AR RP CERTIFICACAO DIGITAL EIRELI";"Gabinete do Vice-Prefeito";"048282021";"Aquisicao de certificados digitaispara atender as necessidades do gabinete do vice prefeito -GAVIPRE";"2021-11-24";"2022-11-23";"2021-11-24";"70.92";"0";
"SANEAPE LOCACOES LTDA";"Secretaria Municipal de Infraestrutura";"048822021";"Contratacao de empresa especializada na prestacao de servico de locacao de
veiculos para atender as necessidades da Secretaria de Infraestrutura -SEINFRA";"2021-11-24";"2022-11-23";"2021-11-24";"278400.0";"0";
"COMERCIAL VALFARMA LTDA";"Instituto Candida Vargas";"233402021";"AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS";"";"2021-12-31";"2021-11-25";"44000.0";"0";
"POSITIVO TECNOLOGIA S.A.";"Superintendencia Executiva de Mobilidade Urbana";"048962021";"
CONTRATO - 06.433.2022 - SEDHUC.pdf
SUPERITENDNCIA EXECUTIVA DE MOBILIDADE URBANA -SEMOB ";"2021-11-24";"2022-11-23";"2021-11-24";"17980.0";"0";
"POSITIVO TECNOLOGIA S.A.";"Secretaria de Desenvolvimento Urbano";"049032021";"EVENTUAL AQUISICAO DE TABLET E SOFTWARE PARA ATENDER AS NECESSIDADES DA Secretaria de Desevolvimento Urbano -SEDURB";"2021-11-24";"2022-11-23";"2021-11-24";"8990.0";"0";
"NORTE FRUT. LTDA";"Secretaria de Educacao";"049192021";"AQUISIO DE GNEROS DE ALIMENTAO PARA ATENDER AS NECESSIDADES DAS SECRETARIAS DE EDUCAO E CULTURA -SEDEC";"2021-11-25";"2021-12-31";"2021-11-25";"41706.0";"0";
"SR PRODUTOS MEDICOS LTDA";"Secretaria Municipal de Saude";"107722021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE EQUIPAMENTOS MEDICO HOSPITALAR PARA ATENDER A UNIDADES DE PRONTO ATENDIMENTO - UPAS E HOSPITAL MUNICIPAL VALENTINA DE FIGUEIREDO PARA ENFRENTAMENTO A PANDEMIA DO NOVO CORONAVIRUS (COVID -19).";"2021-11-17";"2021-12-31";"2021-11-12";"74900.0";"0";
"ALFA MED SISTEMAS MEDICOS LTDA";"Secretaria Municipal de Saude";"107732021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE EQUIPAMENTOS MEDICO HOSPITALAR PARA ATENDER A UNIDADES DE PRONTO ATENDIMENTO - UPAS E HOSPITAL MUNICIPAL VALENTINA DE FIGUEIREDO PARA ENFRENTAMENTO A PANDEMIA DO NOVO CORONAVIRUS (COVID -19).";"2021-11-17";"2021-12-31";"2021-11-12";"155100.0";"0";
"ENDOBRAX COMERCIO, IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS  MEDICOS LTDA - EPP";"Secretaria Municipal de Saude";"107712021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE EQUIPAMENTOS MEDICO HOSPITALAR PARA ATENDER A UNIDADES DE PRONTO ATENDIMENTO - UPAS E HOSPITAL MUNICIPAL VALENTINA DE FIGUEIREDO PARA ENFRENTAMENTO A PANDEMIA DO NOVO CORONAVIRUS (COVID -19).";"2021-11-18";"2021-12-31";"2021-11-17";"22400.0";"0";
"DISTRIBUIDORA DE MEDICAMENTOS BACKES EIRELI- ME";"Secretaria Municipal de Saude";"108072021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-25";"2021-12-31";"2021-11-25";"72236.0";"0";
"MEDVIDA DISTRIBUIDORA DE MEDICAMENTOS HOSPITALAR E";"Instituto Candida Vargas";"233442021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAIS MEDICOS HOSPITALARES PARA O INSTITUTO CANDIDA VARGAS.";"";"2021-12-31";"2021-11-25";"25500.0";"0";
"ELFA MEDICAMENTOS LTDA";"Secretaria Municipal de Saude";"108032021";"AQUISICAO DE MEDICAMENTO PARA ATENDER DEMANDA JUDICIAL DA SECRETARIA MUNICIPAL DE SAUDE DE JOAO PESSOA.";"2021-11-27";"2022-05-26";"2021-11-25";"27369.72";"0";
"CIRURGICA MONTEBELLO LTDA";"Instituto Candida Vargas";"233452021";"AQUISICAO DE MATERIAL MEDICO HOSPITALAR PADRONIZADOS";"";"2021-12-31";"2021-11-25";"7758.0";"0";
"ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA";"Secretaria Municipal de Saude";"107882021";"AQUISICAO EMERGENCIAL DE MEDICAMENTOS PARA ATENDIMENTO DA REDE HOSPITALAR REDE ESPECIALIZADA E ATENCAO BASICA DA SECRETARIA MUNICIPAL DE SAUDE DE JOAO PESSOA.";"2021-11-27";"2022-05-26";"2021-11-25";"5104.9";"0";
"CHRISTIANE SOARES SANTOS DO NASCIMENTO - CNPJ";"Secretaria de Educacao";"090432021";"Registro de precos para eventual aquisicao de materiais de manutencao para os servicos de pintura para os predios administrativos e as unidades da Rede Municipal de Ensino de Joao Pessoa";"2021-11-27";"2021-12-31";"2021-11-11";"102988.75";"0";
"SUPERFIO COMERCIO DE PRODUTOS MEDICOS E HOSPITALAR";"Secretaria Municipal de Saude";"108022021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-27";"2021-12-31";"2021-11-25";"18400.0";"0";
"MEDS COMERCIO DE MEDICAMENTOS, PRODUTOS E EQUIPAMENTOS HOSPITALARES LTDA";"Secretaria Municipal de Saude";"107982021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-27";"2021-12-31";"2021-11-25";"59601.0";"0";
"CIRUFARMA COMERCIAL LTDA";"Secretaria Municipal de Saude";"107962021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-27";"2021-12-31";"2021-11-25";"36600.0";"0";
"A H DA S MORAES";"Instituto Candida Vargas";"045852021";"Aquisicao de toners e cartuchos, para atender as necessidades do Instituto Candida Vargas - ICV.
Partes: Prefeitura Municipal de Joao Pessoa e a empresa A H de Moraes - EPP.";"2021-11-25";"2021-12-31";"2021-11-25";"1128.0";"0";
"POSITIVO TECNOLOGIA S.A.";"Secretaria de Juventude, Esporte e Recreacao";"049022021";"EVENTUAL AQUISICAO DE TABLET E SOFTWARE PARA ATENDER AS NECESSIDADES DA SECRETARIA DE JUVENTUDE ESPORTE E RECREACAO -SEJER";"2021-11-25";"2022-11-24";"2021-11-25";"2697.0";"0";
"Distribuidora Macbraz Ltda.";"Secretaria de Administracao";"049092021";"Aquisicao de material de construcao para atender as necessidades da secretaria de Administracao -SEAD";"2021-11-26";"2022-11-25";"2021-11-26";"7387.35";"0";
"CIRURGICA MONTEBELLO LTDA";"Instituto Candida Vargas";"233282021";"AQUISICAO DE MEDICAMENTOS SOB CONTROLE ESPECIAL";"";"";"2021-11-17";"694.0";"0";
"NORTE FRUT. LTDA";"Secretaria de Educacao";"049202021";"Aquisio de gneros alimentcios para atender as necessidades da Secretaria de Educao e cultura- SEDEC";"2021-11-25";"2021-12-31";"2021-11-25";"26388.5";"0";
"Companhia de Processamento de Dados da Paraiba-CODATA";"Superintendencia Executiva de Mobilidade Urbana";"202021";"PRESTACAO DE SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO ENTRE A SEMOBJP O DETRAN PB E A BASE NACIONAL DE INFRACOESRENAINF.";"2021-11-10";"2022-11-10";"2021-11-10";"19200.0";"0";
"COPY LINE COMERCIO E SERVICOS LTDA-ME";"Superintendencia Executiva de Mobilidade Urbana";"212021";"CONTRATACAO DE EMPRESA ESPECIALIZADA EM LOCACAO DE IMPRESSORAS COM SERVICOS DE IMPRESSAO CORPORATIVA OU OUTSOURCING DE IMPRESSAO.";"2021-11-10";"2022-11-10";"2021-11-10";"28800.0";"0";
"ALFAPRINT Solucoes Ltda.ME";"Superintendencia Executiva de Mobilidade Urbana";"222021";"CONTRATACAO DE EMPRESA ESPECIALIZADA EM LOCACAO DE IMPRESSORAS COM SERVICOS DE IMPRESSAO CORPORATIVA OU OUTSOURCING DE IMPRESSAO.";"2021-11-10";"2022-11-10";"2021-11-10";"84000.0";"0";
"JASMED  DISTRIBUIDORA DE MEDICAMENTOS LTDA-EPP";"Secretaria Municipal de Saude";"107952021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-27";"2021-12-31";"2021-11-25";"3090.0";"0";
"CIRURGICA BRASIL DISTRIBUIDORAS DE MEDICAMENTOS LTDA";"Secretaria Municipal de Saude";"108002021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-27";"2021-12-31";"2021-11-24";"37543.6";"0";
"DENTAL CONCEITO COMERC DE PROD ODONTO MEDICOS E HO";"Secretaria Municipal de Saude";"107912021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAL MEDICO DE DIABETES.";"2021-11-23";"2021-12-31";"2021-11-19";"541945.06";"0";
"OPEN FARMA COMERCIO DE PRODUTOS HOSPITALARES LTDA";"Secretaria Municipal de Saude";"107792021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAL MEDICO HOSPITALAR GERAL.";"2021-11-18";"2021-12-31";"2021-11-16";"34242.0";"0";
"TANIA  CORREIA  LIMA  MACEDO";"Secretaria Municipal de Saude";"107362020";"LOCACAO DE UM IMOVEL PARA FUNCIONAMENTO DA SEDE DO SAD SERVICO DE ATENCAO DOMICILAR";"2021-11-25";"2022-11-25";"2021-11-25";"46968.0";"0";
"SUPRA DISTRIBUIDORA DE MATERIAIS HOSPITALARES EIRELI";"Secretaria de Educacao";"090372021";"Registro de precos para eventual aquisicao de kit aluno para atender as demandas de Escolas CREIS e do CEI Centro de Educacao Integrado da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-10-28";"2021-12-31";"2021-10-26";"932723.04";"0";
"TUTTO LIMP DISTRIBUIDORA LTDA";"Secretaria de Educacao";"090352021";"Registro de precos para eventual aquisicao de kit aluno para atender as demandas de Escolas CREIS e do CEI Centro de Educacao Integrado da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-10-28";"2021-12-31";"2021-10-26";"3608454.7";"0";
"EVL COMERCIO DE PRODUTOS MANUFATURADOS EIRELI";"Secretaria de Educacao";"090362021";"Registro de precos para eventual aquisicao de kit aluno para atender as demandas de Escolas CREIS e do CEI Centro de Educacao Integrado da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-11-28";"2021-12-31";"2021-10-26";"398908.04";"0";
"EVL COMERCIO DE PRODUTOS MANUFATURADOS EIRELI";"Secretaria de Educacao";"090362021";"Registro de precos para eventual aquisicao de kit aluno para atender as demandas de Escolas CREIS e do CEI Centro de Educacao Integrado da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-11-30";"2021-12-31";"2021-11-24";"398908.04";"0";
"MAIS ESTOQUE COMERCIO E DISTRIBUIDORA EIRELI";"Secretaria de Educacao";"090532021";"Aquisicao de Utensilios de Cozinha para atender as demandas de Escolas, CREIS e do CEI (Centro de Educacao Integrado) da Secretaria de Educacao e Cultura do Municipio de Joao Pessoa.";"2021-11-30";"2021-12-31";"2021-11-26";"25742.72";"0";
" EREFARMA PRODUTOS PARA SAUDE EIRELI";"Secretaria Municipal de Saude";"107972021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-29";"2021-12-31";"2021-11-26";"4050.0";"0";
"MEDCOM LTDA - ME";"Secretaria Municipal de Saude";"107932021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-29";"2021-12-31";"2021-11-26";"45900.0";"0";
" ZAFRA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES  LTDA-EPP";"Secretaria Municipal de Saude";"107992021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-29";"2021-12-31";"2021-11-26";"2277.0";"0";
"LOGER DISTRIBUIDORA DE MEDIC E MATERIAIS HOSPITALA";"Secretaria Municipal de Saude";"107942021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-29";"2021-12-31";"2021-11-26";"37903.0";"0";
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"Secretaria Municipal de Saude";"108092021";"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MEDICAMENTOS PERTENCENTES AO COMPONENTE BASICO DA ASSISTNCIA FARMACUTICA CBAF  III.";"2021-11-25";"2021-12-31";"2021-11-25";"28090.0";"0";
